Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.0,Fri Aug 10 10:26:04 +0000 2018,0.0,1.0,0.0,"The Perseid meteor shower has presented a scintillating display for 2,000 years and it's happening again this weeke… https://t.co/vsg9JBvowC",55,@CNN
-0.5574,Fri Aug 10 10:18:48 +0000 2018,0.217,0.783,0.0,Germany has just lifted a ban on Nazi symbols being used in computer games https://t.co/OASGzRHaPr,56,@CNN
0.0,Fri Aug 10 10:02:57 +0000 2018,0.0,1.0,0.0,"Meet the master architect behind Japan's remote ""art island"" https://t.co/B7Paz2VJCA https://t.co/oXr8Jdgha4",57,@CNN
-0.2732,Fri Aug 10 09:30:08 +0000 2018,0.208,0.792,0.0,Turkish lira plunges 13% to record low https://t.co/UZNuXwPwFf https://t.co/SReVTsuy41,58,@CNN
0.0,Fri Aug 10 08:54:28 +0000 2018,0.0,1.0,0.0,New Zealand is trying to phase out single-use plastic shopping bags   https://t.co/QyKkAl5tpp,59,@CNN
-0.34,Fri Aug 10 08:39:58 +0000 2018,0.112,0.888,0.0,"CNN gets rare access on a US military surveillance flight over disputed islands in the South China Sea, where China… https://t.co/3IHeZm3GQq",60,@CNN
0.0,Fri Aug 10 08:37:05 +0000 2018,0.0,1.0,0.0,JUST IN: CNN has been given a rare look at China’s rapidly expanding militarization of the South China Sea from a U… https://t.co/Uka7wA207b,61,@CNN
0.3612,Fri Aug 10 08:03:06 +0000 2018,0.0,0.889,0.111,"These shark teeth, discovered by an amateur fossil enthusiast, are all about 25 million years old and belonged to a… https://t.co/sPji4rYm5t",62,@CNN
0.0,Fri Aug 10 07:56:04 +0000 2018,0.0,1.0,0.0,North Korea issued a forceful statement against what it said were elements of the US government which are not adher… https://t.co/OmIIq1lndv,63,@CNN
0.34,Fri Aug 10 07:49:02 +0000 2018,0.0,0.897,0.103,"Several NFL players took a knee, raised fists or did not take to the field while the National Anthem was played bef… https://t.co/dSWHKPvtv0",64,@CNN
-0.6124,Fri Aug 10 07:42:06 +0000 2018,0.19,0.81,0.0,"After Hurricane Maria devastated Puerto Rico, Trump gave his administration a 10/10 for its response to the disaste… https://t.co/LJroSKxmiC",65,@CNN
0.0,Fri Aug 10 07:35:06 +0000 2018,0.0,1.0,0.0,Melania Trump used a visa opposed by her husband to get her parents' citizenship https://t.co/kgbrYRWWOq https://t.co/p9xqXHDj0r,66,@CNN
0.0,Fri Aug 10 07:28:04 +0000 2018,0.0,1.0,0.0,"When staff at the Negro Leagues Baseball Museum discovered vandals had flooded their new education center, they did… https://t.co/UqlX3OhRE9",67,@CNN
-0.2263,Fri Aug 10 07:21:03 +0000 2018,0.101,0.899,0.0,An off-duty police officer used a Taser on an 11-year-old girl suspected of theft at a grocery store. Cincinnati's… https://t.co/GYA4XSdWDX,68,@CNN
0.4404,Fri Aug 10 07:17:05 +0000 2018,0.0,0.818,0.182,"President Trump's re-election team will sell ""Space Force"" merchandise to his supporters https://t.co/JabicGE38p https://t.co/XALwiw0nrh",69,@CNN
-0.5719,Fri Aug 10 07:14:06 +0000 2018,0.163,0.837,0.0,"A Wisconsin theater chain says it won't be screening the upcoming horror film ""Slender Man"" near the site where two… https://t.co/UVUQTMu9HF",70,@CNN
-0.3612,Fri Aug 10 07:10:03 +0000 2018,0.226,0.774,0.0,Investors have serious doubts about Elon Musk's plan to take Tesla private https://t.co/72Y3Fn06P6 https://t.co/qXNboKORm3,71,@CNN
0.0,Fri Aug 10 07:03:07 +0000 2018,0.0,1.0,0.0,Chipotle is trying to lure customers back with bacon https://t.co/CPS6ZxsVSN https://t.co/d4nFvdcwqM,72,@CNN
-0.8316,Fri Aug 10 06:56:04 +0000 2018,0.358,0.642,0.0,A Massachusetts man was arrested for allegedly using Twitter to solicit the murder of ICE agents… https://t.co/tmJEOEDehM,73,@CNN
-0.1779,Fri Aug 10 06:49:02 +0000 2018,0.164,0.71,0.126,A woman's lament: Please don't grow an effing beard | By Holly Thomas via @CNNOpinion https://t.co/4er5Plxu25 https://t.co/zZkgnWdo7U,74,@CNN
0.6808,Fri Aug 10 06:46:08 +0000 2018,0.125,0.59,0.285,"Yes, exercise helps you live longer and lowers risk of some diseases. But it could lead to better mental health, to… https://t.co/lU469xeSVz",75,@CNN
0.6369,Fri Aug 10 06:42:06 +0000 2018,0.0,0.811,0.189,You could own a piece of the happiest place on Earth. This rare Disneyland memorabilia is set for auction:… https://t.co/OZXjMHfB13,76,@CNN
0.6458,Fri Aug 10 06:35:04 +0000 2018,0.0,0.726,0.274,"Twitter says Infowars hasn't ""violated our rules."" It looks like that's not the case. https://t.co/NRpHSqR5La https://t.co/74zdn0Nv43",77,@CNN
0.6478,Fri Aug 10 06:31:00 +0000 2018,0.0,0.791,0.209,"A 1962 Ferrari 250 GTO, estimated to be worth between $45 million and $60 million, may soon be the most valuable ca… https://t.co/THj3YuabiC",78,@CNN
0.4404,Fri Aug 10 06:28:03 +0000 2018,0.08,0.704,0.216,"Julian Assange and his legal team are ""seriously considering"" a request from the US Senate Intelligence Committee f… https://t.co/XHkc1STt4U",79,@CNN
0.0,Fri Aug 10 06:21:08 +0000 2018,0.0,1.0,0.0,Melania Trump's Slovenian parents are now US citizens https://t.co/UWoCXoDalM https://t.co/0G8HI7Cut8,80,@CNN
0.0,Fri Aug 10 06:16:02 +0000 2018,0.0,1.0,0.0,"When staff at the Negro Leagues Baseball Museum discovered vandals had flooded their new education center, they did… https://t.co/Ozdel2Wyn2",81,@CNN
0.0,Fri Aug 10 06:14:04 +0000 2018,0.0,1.0,0.0,"The rate of women addicted to opioids during pregnancy in the US quadrupled in 15 years, according to the CDC https://t.co/UVCr3TG2rF",82,@CNN
-0.4404,Fri Aug 10 06:07:08 +0000 2018,0.209,0.791,0.0,"Lindsay Lohan slammed for saying #MeToo makes women ""look weak"" https://t.co/7mGKJKBJde https://t.co/kMTlpGpgnn",83,@CNN
-0.7717,Fri Aug 10 06:01:06 +0000 2018,0.324,0.676,0.0,"Coffee rust disease, a problem exacerbated by climate change, has devastated coffee output throughout Latin America https://t.co/bjul6pcVs2",84,@CNN
-0.4019,Fri Aug 10 05:59:03 +0000 2018,0.149,0.766,0.084,"Puerto Rico now admits the death toll from Hurricane Maria could be 1,427 — far higher than the official toll of 64… https://t.co/Apx8RHXeIC",85,@CNN
0.0,Fri Aug 10 05:52:08 +0000 2018,0.0,1.0,0.0,"Nearly half of LGBTQ employees remain in the closet at work, according to a recent study https://t.co/fhFfIxzLpE https://t.co/by1MDTts5I",86,@CNN
0.0,Fri Aug 10 05:46:00 +0000 2018,0.0,1.0,0.0,"What does it take to make a Dreamliner? CNN's @RichardQuest goes inside Boeing's factory in Everett, Washington — t… https://t.co/6SSfjlpETw",87,@CNN
-0.6124,Fri Aug 10 05:45:07 +0000 2018,0.217,0.783,0.0,"A German drug maker is suing to block an execution in Nebraska, saying that the state illegally procured various dr… https://t.co/JjMqvusUxO",88,@CNN
0.0,Fri Aug 10 05:38:04 +0000 2018,0.0,1.0,0.0,10 reasons why Americans go to church—and 9 reasons they don't https://t.co/Q75mfETX01 https://t.co/90Jy27JKjs,89,@CNN
-0.4767,Fri Aug 10 05:34:05 +0000 2018,0.171,0.758,0.071,Child welfare officials in Texas have launched an investigation into an allegation that a child died after leaving… https://t.co/uktNMZRFWy,90,@CNN
0.4404,Fri Aug 10 05:31:03 +0000 2018,0.0,0.818,0.182,"President Trump's re-election team will sell ""Space Force"" merchandise to his supporters https://t.co/XHBEhwMLLX https://t.co/eszBU9Qhh3",91,@CNN
0.3804,Fri Aug 10 05:29:04 +0000 2018,0.0,0.885,0.115,"Online daters tend to pursue people who are roughly 25% ""more desirable"" than they are, a new study finds. The high… https://t.co/GUXmAERKjg",92,@CNN
-0.34,Fri Aug 10 05:22:03 +0000 2018,0.13,0.87,0.0,"The Southern California fire that's putting 20,000 people under evacuation orders may have been set intentionally… https://t.co/Fp6cixYLjX",93,@CNN
0.0,Fri Aug 10 05:16:00 +0000 2018,0.0,1.0,0.0,"The Boeing 747 has revolutionized commercial flight, transported space shuttles and hosted presidents. 

This is th… https://t.co/dpsWPnaBiN",94,@CNN
0.5994,Fri Aug 10 05:15:07 +0000 2018,0.0,0.753,0.247,"If white parents want to raise children who play a role in creating a just and inclusive society, we've got to star… https://t.co/MgnlsYQC21",95,@CNN
0.0,Fri Aug 10 05:08:05 +0000 2018,0.0,1.0,0.0,The vanishing bohemia of Los Angeles' Venice Beach https://t.co/1lBuOfk4Uv via @CNNstyle https://t.co/2wBs41NVfs,96,@CNN
-0.2263,Fri Aug 10 05:01:04 +0000 2018,0.101,0.899,0.0,An off-duty police officer used a Taser on an 11-year-old girl suspected of theft at a grocery store. Cincinnati's… https://t.co/d0R6clj2fW,97,@CNN
-0.7351,Fri Aug 10 04:54:03 +0000 2018,0.256,0.744,0.0,Red tides have broken out in Florida for centuries. But scientists believe they may be getting worse after generati… https://t.co/iGZqkAbsgh,98,@CNN
0.3818,Fri Aug 10 04:47:05 +0000 2018,0.195,0.551,0.254,The Heimlich family and the Red Cross are at odds over the best way to help choking victims https://t.co/SzjKKeiVSC,99,@CNN
-0.1027,Fri Aug 10 20:02:55 +0000 2018,0.076,0.924,0.0,"RT @FoxNewsResearch: Wages vs. Inflation
- from July 2017 to July 2018

•Avg hourly pay: +2.7%
•Inflation: +2.9%

(BLS)",0,@FoxNews
0.0,Fri Aug 10 20:01:23 +0000 2018,0.0,1.0,0.0,.@ShepNewsTeam is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/Sb2cju6RMf,1,@FoxNews
0.3612,Fri Aug 10 19:54:43 +0000 2018,0.12,0.628,0.251,Marvel reportedly trying to convince Disney to bring back axed 'Guardians' director James Gunn. https://t.co/trqhK5O5LW,2,@FoxNews
-0.5574,Fri Aug 10 19:47:55 +0000 2018,0.195,0.805,0.0,The man accused of starting the Holy Fire was arraigned in court today. @JonathanHunt007 has the latest on the blaz… https://t.co/7fLrdDGNpe,3,@FoxNews
-0.34,Fri Aug 10 19:42:14 +0000 2018,0.167,0.726,0.107,"'Let's Do It Like Eisenhower': Chicago Pastor Calls on Trump to Send Troops, If Needed, to Violent City. https://t.co/TPCUeLbtb2",4,@FoxNews
-0.4215,Fri Aug 10 19:34:01 +0000 2018,0.167,0.833,0.0,"White House fires back at 'disgruntled' Omarosa, says anti-Trump book is 'riddled with lies' https://t.co/n8bjnQCMFw",5,@FoxNews
-0.7579,Fri Aug 10 19:29:26 +0000 2018,0.265,0.735,0.0,"Shooting in Canada leaves at least four people dead, including two police officers. One suspect is in custody with… https://t.co/LNb1QvOGL0",6,@FoxNews
-0.5106,Fri Aug 10 19:22:24 +0000 2018,0.268,0.732,0.0,DOJ probes Florida women's prison amid sexual extortion claims. https://t.co/fdIau5gHZx,7,@FoxNews
-0.1027,Fri Aug 10 19:18:05 +0000 2018,0.085,0.915,0.0,'We Have Run Out of Patience': Gowdy Warns of Possible Subpoenas in Trump Dossier Investigation. https://t.co/HgDTG3Jm2o,8,@FoxNews
0.0,Fri Aug 10 19:16:08 +0000 2018,0.0,1.0,0.0,RT @FoxBusiness: States where $300K can buy you the biggest home https://t.co/6jycFJvb1d,9,@FoxNews
0.0516,Fri Aug 10 19:12:00 +0000 2018,0.153,0.682,0.165,Mom detained in Dubai after drinking complimentary glass of wine on Emirates flight. https://t.co/JK68yKiQ6R,10,@FoxNews
-0.4588,Fri Aug 10 19:08:57 +0000 2018,0.167,0.833,0.0,.@LisaMarieBoothe on @Ocasio2018 Rejecting @benshapiro's Request for Debate: She's 'Unable to Defend Her Policy Pos… https://t.co/IvAaxp45lO,11,@FoxNews
-0.4767,Fri Aug 10 19:01:26 +0000 2018,0.193,0.807,0.0,"Astronaut claims he witnessed an 'organic, alien-like' creature but NASA is denying it https://t.co/d6c1JV34Eh",12,@FoxNews
-0.3182,Fri Aug 10 18:50:01 +0000 2018,0.161,0.839,0.0,Arizona Democratic gubernatorial candidate's staffer resigns after old inflammatory tweets surface: report https://t.co/SJo9ciNH7w,13,@FoxNews
0.6369,Fri Aug 10 18:42:37 +0000 2018,0.0,0.755,0.245,".@ShirleneDOstrov: ""We are definitely ready to get our message out and we've recruited stellar candidates in order… https://t.co/CHDXIpERRD",14,@FoxNews
0.4019,Fri Aug 10 18:30:18 +0000 2018,0.0,0.876,0.124,".@gslivingston: ""Trump, send the National Guard down here. Give us a breather so we can figure this out. Yes, let's… https://t.co/HNU0FyhNII",15,@FoxNews
-0.6486,Fri Aug 10 18:24:56 +0000 2018,0.323,0.677,0.0,Bethenny Frankel's on-off boyfriend found dead in Trump Tower https://t.co/C8Qm1gydHT,16,@FoxNews
0.4019,Fri Aug 10 18:18:00 +0000 2018,0.0,0.748,0.252,.@kanyewest defends his support for President @realDonaldTrump. https://t.co/ig9Ml0pSaS https://t.co/1rasWuV59j,17,@FoxNews
-0.296,Fri Aug 10 18:17:19 +0000 2018,0.167,0.833,0.0,"Manafort trial judge mysteriously delays testimony, after new Mueller team complaint https://t.co/q0ItpuPMuk",18,@FoxNews
0.0,Fri Aug 10 18:10:19 +0000 2018,0.0,1.0,0.0,".@CongressmanRaja: ""We have to first take the majority before we can even talk about the speakership.""… https://t.co/V286gjypdm",19,@FoxNews
0.0,Fri Aug 10 17:59:30 +0000 2018,0.0,1.0,0.0,Enormous swarm of earthquakes hit near Yellowstone supervolcano https://t.co/SWdUOHxLE9,20,@FoxNews
0.0,Fri Aug 10 17:58:09 +0000 2018,0.0,1.0,0.0,"RT @FoxBusiness: After @Walmart’s squeeze, can @Hostess_Snacks' Twinkies still thrive? https://t.co/4KF2ouxoJn",21,@FoxNews
0.0,Fri Aug 10 17:55:00 +0000 2018,0.0,1.0,0.0,"Delta passenger records baggage handler 'recklessly' throwing bags, dropping stroller on ground https://t.co/txaU9GZZnP",22,@FoxNews
0.1027,Fri Aug 10 17:50:00 +0000 2018,0.096,0.792,0.113,".@GOPChairwoman: “We know what history tells us, that the party in the White House usually loses seats in the midte… https://t.co/WQhNW2kfx1",23,@FoxNews
-0.4404,Fri Aug 10 17:45:00 +0000 2018,0.195,0.805,0.0,Navy in frantic search to find Marine who went overboard near Philippines https://t.co/IHavNgXbvF,24,@FoxNews
0.431,Fri Aug 10 17:38:19 +0000 2018,0.0,0.84,0.16,".@benshapiro: ""Discussion and debate are not 'bad intentions.' Slandering someone as a sexist catcaller without rea… https://t.co/IsMxZfsaj6",25,@FoxNews
0.0,Fri Aug 10 17:35:00 +0000 2018,0.0,1.0,0.0,Today at 4p ET @benshapiro joins 'Your World' following @Ocasio2018’s response to his debate offer. Tune in to Fox… https://t.co/spFCNWGNDF,26,@FoxNews
0.5859,Fri Aug 10 17:29:31 +0000 2018,0.0,0.676,0.324,"Spike Lee, John David Washington hope to spark conversation with 'BlacKkKlansman' https://t.co/rbKt11PWyo",27,@FoxNews
0.25,Fri Aug 10 17:28:00 +0000 2018,0.0,0.812,0.188,.@RepMarkWalker on a growing number of Democrats distancing themselves from Nancy Pelosi ahead of midterms… https://t.co/7q98jVa2I3,28,@FoxNews
0.0,Fri Aug 10 17:25:00 +0000 2018,0.0,1.0,0.0,TSA chief confirms 150 smaller airports will not ditch screenings: 'We’re not doing that' https://t.co/vwv1MCOXw9,29,@FoxNews
0.0,Fri Aug 10 17:19:26 +0000 2018,0.0,1.0,0.0,".@CongressmanRaja: I do think that there’s an underlying common denominator among Democrats, which is we’re trying… https://t.co/qWwwQyap49",30,@FoxNews
0.0,Fri Aug 10 17:15:00 +0000 2018,0.0,1.0,0.0,"On @AmericaNewsroom, RNC spokesperson @kayleighmcenany slammed the Democrats and House Democratic Leader… https://t.co/qflaC3nm9h",31,@FoxNews
0.0,Fri Aug 10 16:57:49 +0000 2018,0.0,1.0,0.0,"President @realDonaldTrump has weighed in on the recent string of shootings in Chicago, labeling the bloodshed that… https://t.co/IqEpOuLL9U",32,@FoxNews
0.5773,Fri Aug 10 16:52:17 +0000 2018,0.0,0.777,0.223,OPINION: 'Last Man Standing' -- The show Hollywood's political correctness couldn't kill off https://t.co/CijIo52Q0Q,33,@FoxNews
0.0,Fri Aug 10 16:48:34 +0000 2018,0.0,1.0,0.0,".@LisaMarieBoothe: ""When we've seen [Ocasio-Cortez] pressed even in the slightest by Margaret Hoover and Trevor Noa… https://t.co/gf3AyrvqVV",34,@FoxNews
-0.7579,Fri Aug 10 16:35:24 +0000 2018,0.52,0.48,0.0,Former Georgia congressional candidate charged with murder https://t.co/NtlZWEFMDL,35,@FoxNews
-0.296,Fri Aug 10 16:30:02 +0000 2018,0.136,0.864,0.0,"Bill Murray accused of slamming photographer against a door, pouring water on him at restaurant https://t.co/PGm6qFWJmN",36,@FoxNews
-0.5267,Fri Aug 10 16:25:06 +0000 2018,0.254,0.746,0.0,"News outlets slammed for video humanizing MS-13 members, downplaying threat https://t.co/sc0O8hBkI9",37,@FoxNews
0.0,Fri Aug 10 16:15:37 +0000 2018,0.0,1.0,0.0,"Report: @RepGoodlatte could subpoena DOJ official Bruce Ohr, wife Nellie Ohr, Fusion GPS' Glenn Simpson. https://t.co/yJDgzGy5Ei",38,@FoxNews
0.0,Fri Aug 10 16:10:51 +0000 2018,0.0,1.0,0.0,".@KatiePavlich: ""We're not going to know if it came down to Rick Gates' testimony."" #Outnumbered https://t.co/ddPTZ1Xjix",39,@FoxNews
-0.4588,Fri Aug 10 16:00:48 +0000 2018,0.231,0.769,0.0,".@GregAbbott_TX: ""Sanctuary cities are banned in the state of Texas."" https://t.co/ElrINJ5T0Q",40,@FoxNews
-0.4019,Fri Aug 10 15:49:44 +0000 2018,0.213,0.787,0.0,OPINION: Marc Thiessen: Democrats have their own foreign espionage problem https://t.co/kXdE4gGtS0,41,@FoxNews
0.6908,Fri Aug 10 15:49:04 +0000 2018,0.0,0.637,0.363,'Be Like Maxine': Activist Group Selling Merchandise Inspired by Rep. Waters https://t.co/taiT6CYwNS,42,@FoxNews
-0.9595,Fri Aug 10 15:42:50 +0000 2018,0.589,0.411,0.0,"Thomas Homan: ""MS-13 kills for sport. They kill to terrorize. They kill for fun."" https://t.co/FpyB7PkilB https://t.co/D5APZ5U1Cb",43,@FoxNews
0.5859,Fri Aug 10 15:35:00 +0000 2018,0.0,0.703,0.297,".@DrJeffColyer: ""We have to win this election in November."" https://t.co/E6tR1mXTxV",44,@FoxNews
0.0,Fri Aug 10 15:24:52 +0000 2018,0.0,1.0,0.0,"Mollie Tibbetts likely went off in car with someone she knew, says FBI ex-profiler https://t.co/KS0Oy6gN9i",45,@FoxNews
0.0,Fri Aug 10 15:19:00 +0000 2018,0.0,1.0,0.0,".@kayleighmcenany: ""[@TheDemocrats] are not only messageless, but they're leaderless."" https://t.co/TTHvQZ0MYt",46,@FoxNews
-0.7506,Fri Aug 10 15:15:00 +0000 2018,0.368,0.632,0.0,"Judge halts mother-daughter deportation, threatens Sessions and Nielsen with contempt; @dougmckelway reports. https://t.co/IQfKlPByR2",47,@FoxNews
0.0,Fri Aug 10 15:11:27 +0000 2018,0.0,1.0,0.0,"RT @FoxBusiness: .@RepBlaine on Turkey's economy: ""It's a mess."" https://t.co/VmeYtlRJ17",48,@FoxNews
0.0,Fri Aug 10 15:11:24 +0000 2018,0.0,1.0,0.0,"RT @FoxBusiness: Oil edges up on Iran sanctions tightening supply
https://t.co/cbI1KrJA60",49,@FoxNews
0.0,Fri Aug 10 15:08:45 +0000 2018,0.0,1.0,0.0,".@kayleighmcenany: ""[@NancyPelosi] makes gaffes all the time. She's an elitist. And she is really dragging down Dem… https://t.co/JzsGnhiIay",50,@FoxNews
0.0,Fri Aug 10 15:06:52 +0000 2018,0.0,1.0,0.0,".@kayleighmcenany: ""I do think we'll keep the House."" https://t.co/4Ulh1q2XH2",51,@FoxNews
0.3612,Fri Aug 10 14:59:00 +0000 2018,0.0,0.872,0.128,".@RepLeeZeldin: ""The North Koreans have never dealt with anyone like @POTUS. We are approaching this from a positio… https://t.co/o0BaBQEbwY",52,@FoxNews
0.0,Fri Aug 10 14:48:57 +0000 2018,0.0,1.0,0.0,".@Ocasio2018 likens @benshapiro's offer to ""catcalling."" https://t.co/gmRbwlu1Lu https://t.co/dsXK5zA5c8",53,@FoxNews
-0.5423,Fri Aug 10 14:42:11 +0000 2018,0.22,0.78,0.0,"Hummer Estes watches a helicopter battling the Hat Fire, Thursday, Aug. 9, 2018, in Fall River Mills, California. https://t.co/O5BqmfhIT4",54,@FoxNews
0.0772,Fri Aug 10 14:26:41 +0000 2018,0.112,0.761,0.127,".@POTUS: ""There's no reason in a million years that something like that should be happening in Chicago.""… https://t.co/xogopvwmZf",55,@FoxNews
-0.6249,Fri Aug 10 14:21:54 +0000 2018,0.451,0.549,0.0,Chicago violence since last Friday. https://t.co/lEAsrxjuO4,56,@FoxNews
0.0772,Fri Aug 10 14:17:35 +0000 2018,0.141,0.704,0.155,.@RepLeeZeldin: “What’s unfortunate is that you don’t see the Russians showing any type of appreciation whatsoever… https://t.co/BB5A08euur,57,@FoxNews
0.2481,Fri Aug 10 14:09:37 +0000 2018,0.2,0.534,0.266,".@POTUS mocks NFL anthem kneelers: 'Be happy, be cool!' https://t.co/xIvnEdpeZ1",58,@FoxNews
0.0,Fri Aug 10 14:01:36 +0000 2018,0.0,1.0,0.0,".@IdrisElba may be next James Bond after Daniel Craig, producer hints https://t.co/M6PTjTqv2c",59,@FoxNews
-0.6705,Fri Aug 10 13:56:00 +0000 2018,0.257,0.743,0.0,Two police officers among four killed in early morning shooting in Canada https://t.co/PMhwkyJR1C https://t.co/ALTaw6qCAX,60,@FoxNews
0.0,Fri Aug 10 13:46:02 +0000 2018,0.0,1.0,0.0,Smoke from CA fires now covering 75% of state. https://t.co/7UKzMZdxjF,61,@FoxNews
-0.6486,Fri Aug 10 13:39:53 +0000 2018,0.323,0.677,0.0,"At least 4 people dead in shooting, Canadian police say https://t.co/1VL7DQw3SJ",62,@FoxNews
-0.6705,Fri Aug 10 13:38:59 +0000 2018,0.22,0.78,0.0,"JUST IN: Two police officers among four killed in early morning shooting in Canada, officials say https://t.co/vNJpsXlKD2",63,@FoxNews
0.872,Fri Aug 10 13:34:53 +0000 2018,0.0,0.503,0.497,Army recruiters brave storm to save American flag toppled by strong winds https://t.co/2sZ45Hi4iT,64,@FoxNews
0.0,Fri Aug 10 13:34:10 +0000 2018,0.0,1.0,0.0,"Ben Shapiro, Alexandria Ocasio-Cortez spar after he offers $10,000 to debate her democratic socialist beliefs https://t.co/8ag7mkHboO",65,@FoxNews
-0.7096,Fri Aug 10 13:25:00 +0000 2018,0.33,0.67,0.0,Florida Democrat asked to drop out of gubernatorial race following years-old assault allegations https://t.co/QDuozw8K9b,66,@FoxNews
0.0,Fri Aug 10 13:15:00 +0000 2018,0.0,1.0,0.0,Septic truck dives into backyard pool https://t.co/7riEq6uoSX,67,@FoxNews
0.0,Fri Aug 10 13:02:07 +0000 2018,0.0,1.0,0.0,How @NASA's Parker probe will dive through the Sun's atmosphere https://t.co/Xz3UUyhHDE,68,@FoxNews
0.0,Fri Aug 10 12:53:00 +0000 2018,0.0,1.0,0.0,"On @foxandfriends, former Acting Director of ICE Tom Homan spoke bluntly about MS-13 and the border.… https://t.co/tLDXQq6trw",69,@FoxNews
0.3612,Fri Aug 10 12:52:41 +0000 2018,0.0,0.848,0.152,".@SteveHiltonx: ""Mueller and @Comey are swamp creatures, just like all the rest of them."" https://t.co/mKDgvJHLT1",70,@FoxNews
0.0,Fri Aug 10 12:46:00 +0000 2018,0.0,1.0,0.0,Tennessee executes its first inmate in nearly a decade https://t.co/ePZvEflQJi https://t.co/XvdKuN2y7x,71,@FoxNews
-0.4588,Fri Aug 10 12:38:54 +0000 2018,0.231,0.769,0.0,".@GregAbbott_TX: ""Sanctuary cities are banned in the state of Texas."" https://t.co/j62SQ19mBo",72,@FoxNews
-0.0516,Fri Aug 10 12:32:04 +0000 2018,0.25,0.459,0.291,DOJ slams 'sanctuary' Philadelphia for giving 'free pass' to child rapist https://t.co/GshM0LWoQi,73,@FoxNews
0.0,Fri Aug 10 12:30:29 +0000 2018,0.0,1.0,0.0,".@GregAbbott_TX: ""We have 1,000 people moving to the state of Texas every single day and the reason is because Texa… https://t.co/mVbDMmGOra",74,@FoxNews
-0.4588,Fri Aug 10 12:29:32 +0000 2018,0.214,0.786,0.0,",@GregAbbott_TX: ""We have banned sanctuary cities in the state of Texas."" https://t.co/PWlfRKSUXE",75,@FoxNews
0.6808,Fri Aug 10 12:28:42 +0000 2018,0.0,0.708,0.292,".@GregAbbott_TX: ""It is these sanctuary city policies that both attract and allow in people who commit these heinou… https://t.co/AhFBEZrAYu",76,@FoxNews
0.0,Fri Aug 10 12:28:00 +0000 2018,0.0,1.0,0.0,Rep. @Jim_Jordan accuser changes story. https://t.co/3hag0AG3Dj https://t.co/iiTPx2b8im,77,@FoxNews
-0.4588,Fri Aug 10 12:27:27 +0000 2018,0.231,0.769,0.0,".@GregAbbott_TX: ""Sanctuary cities are banned in the state of Texas."" https://t.co/ancPfc3sFO",78,@FoxNews
-0.6249,Fri Aug 10 12:23:17 +0000 2018,0.401,0.476,0.122,Unbelievable video shows camel trapped inside car after collision https://t.co/kDK6uGe31e,79,@FoxNews
